area_id,id,demographic_id,age,education,gender,ethnicity,family_ratio,income,household_id,relationship
d110,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d114,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d111,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d111,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d111,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d119,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d95,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d95,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d95,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d117,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d38,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d128,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d141,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d141,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d155,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d155,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d146,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d150,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d150,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d159,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d154,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d162,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d163,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d166,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d178,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d177,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d187,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d187,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d191,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d140,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d195,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d195,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d179,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d179,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d183,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d183,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d198,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d199,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d164,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d170,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d137,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d202,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d205,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d205,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d208,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d208,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d184,d100_491,retired,81,1,0,0,0.3,3275,d100_hh164,head
d4,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d4,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d4,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d5,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d5,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d7,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d13,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d11,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d11,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d15,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d15,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d15,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d15,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d21,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d19,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d26,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d48,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d48,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d32,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d30,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d43,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d41,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d50,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d50,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d52,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d53,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d53,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d33,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d55,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d56,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d46,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d59,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d67,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d73,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d72,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d74,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d74,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d77,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d80,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d97,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d97,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d91,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d88,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d88,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d106,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d39,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d81,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d81,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d111,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d124,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d117,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d123,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d99,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d133,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d135,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d135,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d128,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d134,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d134,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d155,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d150,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d150,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d154,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d161,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d161,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d163,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d163,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d126,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d166,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d178,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d178,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d132,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d182,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d173,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d190,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d191,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d191,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d179,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d183,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d197,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d200,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d200,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d200,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d198,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d213,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d213,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d168,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d171,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d171,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d137,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d202,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d214,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d208,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d207,d100_493,rural_worker,39,1,1,0,0.7,20727,d100_hh65,head
d4,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d5,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d1,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d1,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d20,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d20,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d17,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d18,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d19,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d31,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d31,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d26,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d26,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d34,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d52,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d54,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d55,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d62,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d62,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d59,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d67,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d65,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d40,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d72,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d69,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d78,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d75,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d75,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d75,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d66,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d96,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d101,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d88,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d104,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d98,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d106,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d106,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d106,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d35,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d109,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d114,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d81,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d81,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d118,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d95,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d124,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d122,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d122,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d133,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d138,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d149,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d152,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d146,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d158,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d162,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d165,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d169,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d169,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d163,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d163,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d126,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d166,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d177,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d132,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d187,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d175,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d175,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d175,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d190,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d191,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d140,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d179,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d183,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d197,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d197,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d193,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d200,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d198,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d210,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d168,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d168,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d171,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d170,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d170,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d204,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d204,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d214,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d205,d101_384,middle_class,38,4,1,0,0.7,27952,d101_hh182,head
d2,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d2,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d5,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d5,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d12,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d13,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d13,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d16,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d17,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d18,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d24,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d31,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d48,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d32,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d42,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d50,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d33,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d55,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d55,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d57,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d57,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d57,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d59,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d59,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d59,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d59,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d61,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d61,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d61,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d40,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d69,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d77,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d80,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d78,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d66,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d66,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d87,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d87,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d85,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d97,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d101,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d101,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d101,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d101,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d88,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d104,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d98,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d113,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d112,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d39,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d39,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d81,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d111,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d118,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d95,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d95,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d122,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d83,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d99,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d38,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d38,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d38,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d38,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d143,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d143,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d135,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d141,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d138,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d152,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d152,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d158,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d154,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d162,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d162,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d126,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d147,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d147,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d166,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d177,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d177,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d182,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d173,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d174,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d175,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d195,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d195,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d179,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d179,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d183,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d183,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d183,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d193,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d186,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d186,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d156,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d156,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d156,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d210,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d171,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d202,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d202,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d214,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d214,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d205,d101_167,working_class,47,3,0,0,0.65,22222,d101_hh186,head
d4,d102_512,farmer_agricultural,67,2,0,0,0.75,60046,d102_hh228,head
d5,d102_512,farmer_agricultural,67,2,0,0,0.75,60046,d102_hh228,head
d12,d102_512,farmer_agricultural,67,2,0,0,0.75,60046,d102_hh228,head
d13,d102_512,farmer_agricultural,67,2,0,0,0.75,60046,d102_hh228,head
d16,d102_512,farmer_agricultural,67,2,0,0,0.75,60046,d102_hh228,head
d11,d102_512,farmer_agricultural,67,2,0,0,0.75,60046,d102_hh228,head
d11,d102_512,farmer_agricultural,67,2,0,0,0.75,60046,d102_hh228,head
d23,d102_512,farmer_agricultural,67,2,0,0,0.75,60046,d102_hh228,head
d24,d102_512,farmer_agricultural,67,2,0,0,0.75,60046,d102_hh228,head
d26,d102_512,farmer_agricultural,67,2,0,0,0.75,60046,d102_hh228,head
d48,d102_512,farmer_agricultural,67,2,0,0,0.75,60046,d102_hh228,head
d32,d102_512,farmer_agricultural,67,2,0,0,0.75,60046,d102_hh228,head
d42,d102_512,farmer_agricultural,67,2,0,0,0.75,60046,d102_hh228,head
d30,d102_512,farmer_agricultural,67,2,0,0,0.75,60046,d102_hh228,head
